Review,predicted_labels
The only issue I have with the app is how you can accidently send videos. You could be scrolling on the app and you go to swip to go to the next video there's a feacher where if you press and hold for a slight secound you can send the video to either your friends or followers but it's a pain because there's already a share button near the like and follow buttons.,2
I love it and also unfreeze my videos and account please 🙏🥺🥺,2
dear tik tok plice viral my tik tok vedio my account: @miftahul_sunny.. plice viral me plice,2
Very good but I don't like the warning on my account yet I corrected my mistake,4
Hi dear TikTok i am new this is my new account saport me,3
My TikTok account mr_nuxrth It's a world best app because I'm recently using but best in the world,4
My account was randomly permanently disabled and I have no clue what happened,2
Hi dear tiktok. i'm a new using on tiktok application Pleas check my new official account... And virel all video ok TikTok Foryoupage My account name callmedazzy0,4
I LOVE THIS APP!! I just want TikTok to have like this thing for when you click on the persons account you can see how many videos you've tagged them in and watch them. Thank you TikTok!! 💬👍,4
"Chinese surveillance app, censorship machine loves to discriminate against white peoples content",1
Dear tiktok team my name is Israr Yusuf and my tiktok account is blocked which is israr5674 I promise you I will not upload any video from now on which is against your rules so please my account which Thank you for reopening the band please open my tiktok acount at once i shell b very thank full to you dear tiktok team,2
TikTok pls virals my video pls tik m__humair My TikTok I'd pls viral My account thanks you TikTok,2
"It's fun and entertaining, but it requires a lot of data to watch the videos",2
"Despite using the app and enjoying the user generated content, the reports of scammers and bots are ignored by the system. Do not let your children use this app, do not let gullible family members use this app, they are likely to get scammed.",4
Is this good appreciate i think so now not Bec TikTok team am using you app for 2years Now I just want Virals my content please make my videos viral otherwise I will go to another 😫 I hope so now you fix my problem 😕,2
I always make new cintent vdo but it is not becoming viral . I beacam tired plz visit my account once . My account is @callmeboy,2
Maine bahut account banaye Hain ek bhi viral Nahin ho raha tik Tok viral my account love you tik tok team love you tiktok,2
Push my content help me,2
Yet to see content.,4
"Thanks TikTok for enabling great information, news, recipes and great entertainment. Less fake news and keep it safe and free.",4
"Hello tiktok, My tiktok account banned plz unbanned my account Rana G279",2
It has amazing content and it is very friendly 💗💗💗,4
"TikTok Rate 0 you doesn't deserve even one star, TikTok you are with Israel not with Palestine. Israel killed children, woman, man and old people and also pregnant woman die and child die inside mother belly and also pregnant women die and the child lives without a mother and Israel killed all Palestinian scientist، TikTok you are with the Israeli oppressors not with the oppressed Palestinians. TikTok how much is Israel paying you to erase Palestinian content and messages.Stop doing that bad app",4
Log me out of my account 😤😤😤,2
Please TikTok team gain my Following and viewers and also viral my video on you platform please 🥺🙏,2
Im always on this all day and night but my account js got temporarily suspended and I don't even know now why??,3
"It's an awesome app for posting all types of videos and building content, and making money. If you don't have it, you should.",4
Amazing app love tiktok it's so funny and good content lol,4
Dear tiktok team please viral my account jiiind-----9415 foryou,3
Yo why is this app allowing nude women and cats being beaten to a pulp by a lizard allowed on here and not going against any guidelines out right horrible actions have been taken place,1
This app is quite a distraction but Im sure everyone can say that this app has a alotof relatable content,3
"I like this app, I'm always on it. But, as I'm trying to open the app, all of sudden it says all of my account have been permanently banned for violating community guidelines. As I look at the notification, it doesn't say what I violated. I can't make another account because that pop prevents me from going to the sign up option on the app. Again, love the app, but how are you going to permanently ban my account when I haven't done anything to violate the community guidelines.",2
Hey please reply me as soon u can i have problem with transaction in my account,2
Hello tik tok help team.my tik tok account warning problem.l am sorry if mistake the community. Rules please remove warning problem as soon bossibly. Thanks,2
Please activate the service of recording an audio clip when speaking in private,4
To many copy cat's and bogus accounts acting as content creator,2
Very well and gud app please viral my ACCOUNT and my videos please,1
hello sir i think my tiktok account freezed plz unfreezed my tiktok account i am really worried plz help me my videos not going to foryou plz viral my account. thank u,2
Monitize my account,2
Having issues with my technical support person not following thru on being (sterilized as to not spread herpes virus) or anything else I might have. Concerned about this test. As we had a discussion prior to the exam regarding the test. This was a BIG CONCERN prior to my Test.,4
Nice but my first account was blocked without reason,4
Because why not viral my account,2
I hate this ap it always ban your account for no reason,4
My dear TikTok I am new on TikTok plz viraly all videos and unfreez my account,4
"Honestly speaking I have become addicted to the so engaging,educational content on tiktok,if u use tiktok the ryt way, u will 4 sure kn it has more positive side than negative, I love tiktok",4
I want my account 😭,2
"I love this app...it is very entertaining,very addictive and always you to be free and be yourself n finding relatable content , I didn't give it 5 stars because I'm a content creator in this app and TikTok just doesn't promote my content, I tried every strategy and I post amazing content but my account just doesn't get promoted 😕 which results in low self esteem 😔.",4
Very cool app with up to dste edited content and very interactive,4
hi tiktok Sir account is not going viral please sir viral account For you video please sir thank you sir thank you tiktok engineermohammadalimirz1,2
It consume too much data,4
Dear TikTok team I am zaheer Ali My TikTok username zaheerali240. Ban due to polices violation.please unban my account I assure you I follow your rules. Regards.,2
I can't seem to find my account,2
Hi dear tik tok I'm a new using on TikTok application please chick my new official account and viral All vedios on TikTok foryou page,2
Great to share,4
Hi dear Tiktok I'm a new using on tiktok application please my new official account... And viral all vider on TikTok foryou page plz viral my video 🙏🙏🙏🙏🙏🙏,2
It's a nice platform to make content. But creators fund. Should reach Africa nations too.,4
Just tried to log in and it says my account is currently suspended. I never use it so how did it get suspended,2
"It's a source of entertainment,information and marketing I love it",2
"I was enjoying this app. I constantly get flagged for misinformation because of my political views. I have heard people on live saying how they will scam Trump supporters out of money by pretending they need help. I flag it, and they say it's ok and restore the content. I don't post anything crazy just information or repost. Now, I'm in danger of losing privileges besides not getting views on my content. I can not contact anyone about this or I would so customer support is nonexistent.",2
Wow beautiful app but following us bad so I'm upset 😥😥,2
I like TikTok account,4
@khan202314....new account Dear TikTok team My account is following every community guideline. And has no any content which goes against your community.... So then why I am not able to follow a user... Please solve the problem as soon as possible Thanks and best regards,2
I've really experienced alot from tiktok its a great app and i like using it i actually use it for vidios but i don't have a phone that will help me make a good content but i wish i can get one soon...as for tiktok i grateful for using it,4
The best app i have ever come a cross hope one I will get a blue tick on my TikTok account,4
Please help karo Meri maine new account banaya hai mujhe Koi support nahin kar raha please aap mujhe support,4
This app is an amazing app you can upload videos your friends can follow you even your family members even if you don't like it this app even gives you options if you're interested in somebody if you like their content or not this app is just amazing there's a whole bunch of famous influers on it like YouTube vloggers influencers tiktokers even people that act you can make new friends on this app and overall this app is amazing and you'll love it this app and there updates are always so useful!,3
100% working guys but mind about your data,2
"Can't share,cast my Android screen to TikTok live.",2
Dear TikTok team I'm new account on TikTok support for viral Thanks for help,4
Please make privacy policy in to resume watching to see you soon love to see 😘 to the world and U 💖 to the world,4
Search Bar in the following section is gone,2
terrible cancelled my account for no reason,4
Plz viral my account,2
Hi dear TikTok I'm a old using on TikTok application please Check my old official Account..... And viral all Video on TikTok Foryou Page,2
Hi dear my account views problem check my account TikTok please 🙏Hi dear my account views problem check my account TikTok please alishahid5726🙏,4
Please request my account tik tok problem my video not view my account tik tok id umer don 045,2
I love tiktok Great content 5 stars💗💖💕,4
"They allow scammers and are pro terrorists and peadophiles, the employees are biased and power mad. And obviously cowards to stand up for what is right.",4
Wondering how yall let people in other countries go live who dont have anywhere near 1000 followers But people who are starting out cant share content because of some foolish rulles..EpicFail Then why cant we block peoples messages 💬 ?,2
It's good but some people are playing around with my account. This is a concern. I simply don't like people messing around with my account period,2
The app is awesome but i can't help to be able to access the templates on tiktok,2
App SUCKS. I hate Tik Tok it keeps asking for my ID I Uninstalled the app. Social media apps should not have access to such private information that makes us vulnerable to being victims of hackers and have our identity stolen. I just want to watch videos. Why do these social media apps make it so difficult to sign up? I have no ID for personal reasons I can't send one if I don't have one and I can't go get one either. And even if I did I wouldn't give it to you. 😒,2
"Garbage app, will call you clips 'unoriginal' and shadow ban them even though they're more original than 99% of content on TikTok 😭😁",2
I love everything about this app.Most content is informative.,3
Hello dear tik talk team my new account is on tik talk on which I upload awareness and educational videos so I request your team to guide me in this matter how my videos will be viral and liked please guide me,2
The best monetising app for content creators,4
47fk Hun yar. Hi dear TikTok team please support me it my old account I need to many follower and views kindly help me Open Updated 10/29/2023 Closed,4
Don't upload videos here. They don't uphold their rules equally unless you have a large following. Upload on YT instead and then think about uploading on this cancer app when you have a following.,2
"the worst app I've ever used, it's content is useless and full of nonsense so I deleted it.",2
A lot off people that you can tap for information on just about any thing,4
Tiktok filled me 🥹 to bring back account investigation one way.,2
Viral my account,2
i used to create content n play dramas.it is very useful platform that helps to bring our talent in the world,2
This is good app please TikTok team my account malik00905 unfreeze and promoted my account please TikTok team,2
Tik tok team please unfreez my account 💔🥺,2
Tiktok team I spend 5 year in tiktok but no video viral why please checked my account and solve this problem Account name saman_jan_5845 Thank you,3
Please viral my account,2
Hello TikTok I have a problem for my TikTok account unable to follow a user(aqibjavedusa),2
Dear tik tok team plz unfreeze my account 🙏🙏🙏 and viral my account 🙏 malikaqib063,2
I have 6k + Followers but Views Are not Coming Please check my Account And solve this problem As soon As Possible. User Name : Policeloverlahore786,1
"tiktok is an amazing app and really enjoy it, the problem is data 1GB won't last for a day.",4
Plz check my account my active status is not working and show plz recover and update my account,1
Hi I'm rating 3. Because there a lot of fake acc that has been following me . Thank you,2
My problem is profile view option not showing on my account so plz check out my profile and enable profile view option my my account I shall very thankful thanks,2
"App won't let me change my region, so I can't buy anything. I have immigrated so have a new SIM card and my Google account to reflects new country and new payment method. I have opened multiple tickets over many months and still no resolution. The support for this app is terrible.",3
My TikTok account fellow,4
Tiktok now became the worst social media app. They ban my account for 2nd time without any reason and there is no option to appeal. I will never ever use this stupid app again because I wasted too much time on it and at the end they ban account. Not recommended at all,2
I love tiktok but I keep on getting banned even though I'm over 13 and it's really frustrating but something that's even more frustrating is when my account gets banned and I make a new account it doesn't give me all the new updates it logs me in to the old tiktok from 2020,2
Is kinda suck with the new updates and when i try reporting a bot account it doesn't work,4
"If I wasn't WRONGLY banned it would be 5 stars, I'm 18, got banned for being underage apparently and the appeal thing isn't working, I had my account for 4 years and almost had 5k follows, what the hell",4
Please tiktok team recover my account,2
Please my unfreez tiktok account,2
"Yes, I do enjoy it is very nice to be able for a few days should be fine with us as long as we can get a good feel about the farm job on the same road as I was just the two of mine at the echo Lake cabin with my family and friends who are interested in seeing if we can get some work done on our own in the morning time early so I can do the work with you if I could be able to find the time right ✅️ if you want to come up with the best time for you and I will be able in a few minutes and I puppy p",4
It irritates me i already removed some videos on my liked videos and i set my likeed videos into followers and i can still see on my other account those videos like wth is wrong with ur platform irrites me so much remove those videos i already remove on my liked list my gosh!,2
Super funn app good for content,4
"Hello I would just like to say TikTok is an amazing app,I love the features there amazing but some how I signed in someone's account and I have no clue why and I tried again but I keep on logging into there account and so I signed in with my phone number and my dob and still login to there account?I would give this app a 5 without me having to login to someone's account, and if you think I've been pressing login u are all wrong still till these days have trouble singing in thank u for listening",4
Sucks can't even message ppl usually they right back can't even connect with ppl on fb,2
hi dear TikTok I'm a old using on TikTok application please check my official account.... And viral all video TikTok for you page,4
Tik Tok is very good app. But there is a problem that it doesn't get views. Please support me. And Unfreeze my account.,2
When you download video from youtube and upload on tiktok thats should be acceptable for all viewers on tiktok without any reason but tiktok accept false complaint from viewers who gets jealous of your followers and likes then you guys banned account sitting behind walls and not bothered how much effort and Time cost to build account 🙄,4
I was watching videos from TikTok when I realise my account was lost because I can't like or save videos TikTok please help me recover my account@gentleking86,2
Hello dear TikTok teams please for you my account my account name talhahere__800 please viral my account 🙏🙏 Hello dear TikTok teams please show my add playlist option in screen please solve this problem 🙏🙏😭😭,2
Enjoy the public platform that y'all provide it's a good way to stay in touch with friends and family and also get a message out there if you need to,4
Excellent service 😃😃 everytime I injoy when I open my TikTok I'd... Thank you TikTok for giving us this wonderful App,4
"Update: I added another star...and I really do enjoy using this app for many reasons. I enjoy this app, but it definitely tries being pushy about being 'first amongst the blessed'...😐🙃🙄😑🥴. And it's data hawg•ish, but I ride herd on that so it don't crash my aging phone.",3
Tik Tok peace release my account please my videos is for you please my videos for you,2
your service is a bad 😞😞😞 tik tok not open in my phone networking problem 😡🤬🤬🤬,2
Hello dear tiktok team this app is so hard So amizing app please viral my account My account id @khalidafridikohat Please viral video videos Thanks dear tiktok tesm❤,3
because i get into other peoples account,2
They bring me content thats not to my satisfaction,2
Plz 🥺🥺 unfreeze my account TikTok team plz 🥺,4
"Hi TikTok, i am a new content creater on TikTok. I upload data of entertainment and funny videos according to TikTok guidlines. I request to Viral my account and all videos. Thank you.",2
Plz unfreeze my account my video do not get more views and like plz help me,4
@mrirfan51 1st account and 2nd account mrirfan0.51,2
Hello dear tiktok team my tiktok account warning issues please help me 🙏😭 thanks you my brothers tiktok team 🙏,2
My account warning pllzz back my account,2
I'd give this app a good rating except they censor people and kill the audio and your community standards are violating our rights. Tick tock does not have the right to take down our videos and silence us can we form a class action lawsuit? 🦊🐺,2
Got me back on my other account,2
The app is not letting me log into my account nor make a new one. It always says I'm banned or whatever,2
"I don't know how the algorithm works, you can have 20k followers but do a video where you will only get 100views so not even 10% of your target audience. if you decide to promote your videos (which you pay) it's even worse, I don't know if they have created fake accounts for people to like promoted videos. The customer service hardly replies. They can do better. I reported someone who is scamming people with someone's picture they don't care and never replied. The algorithm is such a mess",2
Account update tiktok,1
I would love to keep this app at a 5 star..unfortunately you have unfair practices. And treat some users unfairly..1032girl_embalmer.. We would love her account given back to her.. Free Stephanie..,4
Garwo my account,2
"Tiktok is one of my favorite apps, but tiktok PLEASE fix your problem, it keeps saying I have zero followers and iam following zero when that isn't correct. Please fix this glitch now!Update ~ tiktok is acting up again, saying I have zero likes and you can't see my videos!! Tiktok fix this problem before I give it an even lower rating, or even get vid of the app altogether!!",4
please tiktok support my tiktok awais_099 this account please help me,4
"Its very unfair. My friend got scammed by a tiktok user, and to spread awareness, I created a post informing people of what they did and that they should report this person for scamming. Both posts I created got removed for not following community guidelines and TikTok is now unfairly warning me that I'll get BANNED if I make a similar post.",4
Why very low views are come in my creative Content?,2
Hello TikTok team I'm a new user please check my account and please viral my account @zain.. khan607 So please viral my account and videos,2
"App is racist towards SaudiArabia, whenever I post or defend my country, it immediately removes the posts and bans my account.",2
Respected tiktok team I am mfarooq919. My tiktok username is mfarooq919. I face a problem my video views very low. Please check and fix my account to foryou tab Thanks and Regards,2
"I like the app, but getting things removed like 🤡 or stfu and getting threatened with account banned is ridiculous. Yet right wingers can threaten people and they remain unscathed. Go after those threatening people, not someone that puts a clown emoji. I know maga supporters are sensitive but come on.",4
Hi tiktok tem my New account so please spot me 22k followers and100k likes spot ME 💔,4
After Update my tiktok account is not working mean not opening thats why I'm changing my decision and given one star and I'm very worried about this problem please solve it.,2
"It repeats ""following"" videos after I watch about 25. I have to keep refreshing.",4
A Zionist supporting service.,2
So it was ok but if you mess up with your birthday you can get banned and I got banned for no reason just for not looking like my age and when you get banned you can not go back if you don't have another Google account my daughter loved the app but she got banned because I said she was 14 but she was 9 I was so mad I tried to make a another account for her but it won't let me so it is a 3/5,2
Hi tiktok ye mera account he @ Chandio786vana new he please my video on for you,2
its a good app i like it very much ... if a man gets bored he can watch some videos of tik tok of sum funny content than he can be relaxed 🌝,4
TikTok teams please unfreeze my account views problem please TikTok teams foryou my account,2
Got it bc of someone low-key do not regret it take my information 🤤,2
"It's a poor app, bloated Chinese spyware. The content for UK users is nothing but gift hungry chavs. Security is shocking. The company is happy not to enforce reports about established accounts, yet we have seen people banned for free speech. Avoid this app and TIKTOK at all costs. You're better off going for a walk! UPDATE 04/09/2023: It's still full of scroungers begging, and TIKTOK doesn't mind! Further update: More & more speak out about this garbage app, it rots young minds! It's shite!",2
Most content creators are cringe,4
"Saying it how i feel right now, i will boldly say Tik Tok is a joy giver, supper amazing app in the world , im happy i download the app.",2
Hello dear TikTok team please unfreeze my account and fro you my account and vairl my account,2
Hello tiktok My account is freezed no view no like Plz fix this ishu nd solved this my problem. My account (abcdef@),2
"You guys censor conservative content like crazy, even clips of news channels shown on tv 🤣",2
Good content,4
"best app ever! easy to use and most of it is, all you need is a data bundle to be happy!",3
Great information,4
My tiktok account is viral and all videos is viral and for you viral please tiktok teams 🙏🙏🙏🙏🙏,2
Im very happy using this App . My content is growing and im happy about that,1
Best app . please viral my video . Account @sanaalikhan175,2
Really outstanding app for short video and information,4
An amazingly large variety of content for viewers but if you're looking to become a content creator tiktok probably isn't the best app to do so. Content creators may get treated like garbage by both tiktok and the community from having their hard worked on videos taken down for guidelines they didn't even violate to getting permanently banned without any hesitantion [even with false reports/hate raids] with no chance of restoring the creators account.,4
Hello ticktok taeem plaze gave me a playlist opening my ticktok account thanks 🙏,2
very good app but my account my account is not going viral,2
They discriminate on poor people. Expect you to give dem access to your contacts feed you with other people's videos but don't give your videos a chance to be seen. They are a tool for stifling voices,2
I need back my tik tok account Bayasha.,2
It's a good app but it keeps on banning my account even though iam over the age to make videos i don't know why but iam really sad so three stars,2
"Tiktok is a great app, I post frequently though there is a problem I always run into, whenever I've tried following someone recently it's been automatically unfollowing them even if I didn't unfollow them, please fix this issue, I've heard of many others with the same problem.",4
hello dear TikTok team my new account so plz viral my account thaknu @jaana_sahotra,2
"11/4/23 This platform constantly removes my content of Bible verses. They claim the Bible verses go against and violate their community rules. 🤔🤔🤔 This is extremely strange! They condone and promote all kinds of filth on their platform, but the Bible they take issues with???...I always appeal their decision, they restore my post, but still block it from being viewed by anyone.",4
How will I open an account,4
Restriction on Palestinian content.,4
Request please 🙏 on location option please solve problems 🙏 my account,3
The app is honestly amazing even though vi Made a TikTok account and it only got hate 🥺😭😭😭😭😭😭😭,2
I love this app keeps me very entertained however for some reason I cannot make any posts or share anything whenever i try to post tic Tok doesn't even show up where share to app window pops up and that by itself is aggravating,3
I love the app but it uses much data,4
"Great app, but I can't add website links. Regardless if I use personal account settings or business. Pls update/change this.",3
Dear Tik Tok team my new account Tik Tok join please my sport thanks Tik Tok team I support your health sport thank you take care,2
Sometimes I just can't get enough views or likes. But the content is very good 👍.#comeontictoc,4
"So recently tiktok has been a pain for me, every time i try to add a new account to the ""switch account"" thing, it goes to the sign up thing and then when i sign up with it, it doesn't work, please fix this.",4
This app is in sexual content please remove . this sound and videos,3
Every time I try making an account I get suspended because of my birthday. I'm 21 yall...,3
This is a great way to share your culture and how u feel,3
Low content,4
hi dear tiktok team my account was freeze and my views only 200 and 300 per video kindly review my account and unfreeze it thanks,4
I couldn't login my account for days now,4
TikTok helps me show the World my call of duty mobile content and I'm grateful for it,4
I will give 2 stars to TikTok because TikTok removed my 2 vedios from my account without any reason and I have seen many vedios on TikTok which are related with my removed vedios Please solve this issue.,2
Hi TikTok im a new using on tiktok application please check my new tiktok official account,2
I have one problem no like no following butt good app tik tok we need following & likes & I request tik tok don't under review my videos please 🥰🥰,2
As you are getting more than millions of users now adays. The management has to reduce the data consumption for users to have more peace of mind while using it.,2
It shows us how we must do things the right way and leave good life,4
I posted one video that apparently went against their guidelines (unbeknownst to me) and they shut down my account with no prior warnings. I asked for an appeal and months later still nothing.,4
I like that my friends and I can share our mutual interests but anytime I like anything related to feminism or politics I get a small accounts videos abt wanting to kill all men or they'll promote other genocide but their tiktoks stay up cuz of the wording they use,1
Hi dear tiktok im a ner user on tiktok application plase chack my new official account on tiktok and virel all video on tiktok for you pahe,4
Dear TikTok time. I'm new account user on TikTok for viral My account Thank for help,4
Hi dear TikTok I am user of TikTok please grouth my account and viral my videos.,2
My best app tik tok please vril my account dear tik tok team please 🥰,2
Best entertaining app out right now!!!!,4
"Honestly, tik tok has recently become one of the worst social medias. I'm a mid-level creator with about 350,000 followers. I've been noticeably shadow band for most of duration. People are constantly getting unfollowed from my account that didn't unfollow me. My videos are constantly getting unliked after I receive the normal amount of likes. They constantly take down videos that are violating none of their community guidelines and won't give you any explanation as to why the video was banned",2
Please account viral tiktok Id Adnan.am.7 please g account viral,2
Community guidelines violations make it impossible to post comments. You can literally comment only a clown emoji and it gets stricken. Censorship and data theft to the max,4
Dear TikTok team Plz TikTok unfreeze my TikTok Account this my dream to go on viral TikTok plz unfreeze my account.I request you.I help you we'll be unfreeze my TikTok account. I we'll very thankful to you,4
You have bloked my account,2
Dear Tiktok Team: IAM Tiktok user I upload torism and tour video on Tiktok Please viral my official account and videos : Tiktok I'd :@husnain_writes_7 Thanks :,2
Hi dear TikTok l m a new useing on TikTok application please check my new official account... And please viral all video foryou page,2
Not picking up my date of birth that's why Google is not creating my tiktok account,2
Since the last update videos are restarting or not starting right away in the beginning or after you get 30 seconds to almost a minute and it restarts the beginning,2
Please make my account viral and my videos viral thanks my account name (G_MUSTAFA_KHAN💖),2
Good app. For social media. As used in a right manner.,4
It's a very fun and innovative app. Always showcasing beautiful content and helps one make good use of the free time we have. I love it ❤️,2
Hey dear tik tok i am a new user plzz viral my account Viral my all videos,2
it's a good app it contains useful content,4
Why are you taking my account down?,2
Hi dear tiktok I am new using tiktok application please check my new official account... And viral all vedio on tiktok Foryou page,2
Emm the tik tok is the best but I don't have followers bcs my account small 😭,2
Please viral My Account,2
I have 8000 follower but views are not coming please check my TikTok account and solve This problem As soon As possible User Name Rabail Ali,4
honestly it was a good application it's content Is exellent I have a good experience of this app,2
Good way to promote your content,4
Freeze account issue,4
Not fait and only unuseful content get viral,2
Viral my account name @alisabtain63,2
Hi dear tiktok I am a new using tiktok Application Please check my new afficeal Account... And viral all video on tiktok for you page,4
Thank you dear tiktok Team your Team Remove My Account Thanks❤❤,3
Very bad app don't install it in your smart 📱 It will stoles your mobile data.,2
It is very very very good app my account is banned p,2
"Download the app and hand over all your personal information to Bytedance and the Communist CCP!! Way to go Americans, wake up and delete this app now.",4
1.)Haven't used this in a year. I returned to a banned account for being falsely accused of being under 13. 2.) Not very artist friendly. 3.) Had family members who had mysterious charges from the app.,4
It baned my first account,2
Please my account warning solv karo please 🙏🙏🥺🥺 TikTok team,2
Hy tik tok team My tik tok id account Mai like 15.m follow kar plz help me TikTok account video viral kar ok thanks 🙏 you,2
When you lose phone or it gets stolen it's almost impossible to get your toc tok account back that's the only reason I 👎the webb site !,2
Why my account is opening who's connected through Facebook,2
"This is a very good app,no ad's, very good for watching and uploading of videos Very economical as it doesn't require much data Works in anywhere you are around the world I Highly recommend it It is a 10/10",3
"All shops, no relevant content anymore. All of the tiktok lives that appear on my FYP are shops. I don't want to see shops. I see the same shops repeatedly, even after trying to block those lives or creators. I'm unable to find lives of relevant content anymore. Even after resetting my content preferences, the same shops lives appear in my FYP feed.",2
It's a very nice application easily be handled and have high Data saving,2
"The biggest downfalls of this app is that for the amount of users on it, videos in the FYP feel limited. Also, the company does very little to reduce cloning of fake accounts, intellectual property stealing & scam. This can be an issue to those who are vulnerable. It categories people into a specific niche which can be frustrating if you are someone who doesn't want to be categorized for one type of content. Addictive. If you have somewhere to be at a certain time, don't open the app🤣🤣",2
Hi dear tiktok i'm a new using on tiktok application please chack my new official Account @soumiya_somi And viral all videos on tiktok foryou page,2
"I had to delete and reinstall the App because it lags so much I thought it's my wifi but even on full bars it just lags, this started happening right after the update. Please fix this",4
I cant message anybody and nor the person can i went to privacy but there is a such option as dm n when i reported it they said that they will solve the problem but it doesnt help so fix this prob and give me a msg option. I tried deleting n installing it again but it doesnt work pls fix this,4
Great app and so much different content that is always fun scrolling through.,4
My fav app right now,4
This si my personal tiktok account.l am creating real videos for my fans and followers.l am an entertainer creator so i am creating best entertainer video for my followers but now your security system disqualify my account from creativity program Beta yon can check my account there is no TikTok community guidelify in my videos.l am very care full TikTok community guidelines and creativity program beta rules so please make my account qualify for creativity program Beta thanks,4
Fun but hate I can't access my other page,4
The number of views on the broadcast is always low. Views are suspended or cut off. This is my account name: ahmadalaweihx,2
"Live is great more 19 plus; just akoo8ng a cog on one 18 plus is not fair. Oosy I get that one. But let a girl show a nip or two blurred out. Please stop the extreme harsh guidelines from the ones who are clearly adults and have 18+ their content. Either way, it's a good one for me and I love it. The app is fun and easy to connect with other people who have same skills and hobby ! Live the tiktok app! -X",2
Dear TikTok my account unfreeze my video viral,2
Hi dear tiktok i am a new user. Plz promote my account,4
Please support me my tiktok virl account foryou,4
Wow this app but dont trust it that much it can suspend your account,4
Awesome experience not too much ads and awesome content. But need countrys in tik tok like we have states like kpk Sindh Islamabad etc I can't explain,2
dear tiktok team please unfreez my account please🙏🙏🙏,4
Please unfreezey account. My video watch few viewers just . Viral my video . My account - nishat_jahan0,4
Dear TikTok Team Please Viral My TikTok Account Please My TikTok Account Name @dangermamund302 Thanks Thanks Dear TikTok Team,4
Hi dear tiktok I am a old user my vedios are note coming in for you application check please my afficial account .. . And viral all vedios on TikTok for you page,4
Views problem plzz my account unfreez and mujhy support kero plz 1m+views & 1m+like,1
"Will, in the long term, lead to addictive dopamine seeking behaviors",4
Issue is whenever click any post it start showing many other clips B4 showing the clips. Suggestion: it should show the right post 1st followed by posts of my interest. Regards,2
I love TikTok because I like to make videos and post them and share with all of my friends and I love to make Christmas videos 😊,2
I love til tok my other account or my friends account is Justin Jefferson 461 no spaces,2
It is already on my account because I have not been able to use it yet I'm taking ur words for it,2
"The shop page is freaking annoying. It should go: For you, then following, then friends then Shop. Stop trying to shove it down our throat.",3
dear tiktok team i am ghafar orakzai was my tiktok permantly ban pleace unban my tiktok Account i assurs you i follow youer rules. regards,2
Hi dear tik tok I am a user on a tik tok application please my check ahsanalij233 account and viral tiktok for you page,2
Your app is absolutely working well but my problem there is that my account is not making any coin 🪙 can you do that for me?,4
Lots of content,2
👍My new account please spot me👍 🤟 new video for you account,4
Plz unfreez my account tiktok team zkzubairkhan4,2
"terrible content moderation, videos get taken down for no reason while actual rule breaking content stays up",4
Please viral my account TikTok team thank you hira_9999,2
"Dang, I was cringe when I was younger... the app is good, but it's the trends that are fricking annoying. My classmates are addicted af with this app doing those dumb dance trends . And let's not talk about the cringe content 💀 i want tiktok to be a sane platform not what the heck it is right now. Oh and even if its 13+ 8 year old at my shcool have tiktok and does those dumb trends. Tiktok should verified more dor whays the ages of their users. This ruined my school",4
"The reason why I gave one star, cause everytime I upload a video it always gets muted, and it tells me that someone else owns the original song even though there not the original owner of the song, like really TikTok get your copyrights in order, that's the reason I don't upload any of my content on TikTok I prefer uploading my songs and content on Facebook, at least Facebook has there copyrights in order......",2
A warning is comming to My account. I am really sorry my mistake.at first I did not understand the rules please review my account and remove warning,2
Bad and unpurposeful content Because he supports the Zionist occupation,2
Hai dear tiktok I am new using on tiktok application please check my new official account and veral all video on tiktok foryou page,4
The support options aren't great does anybody know why it says there's no violation but yet there is a account pretending to be someone I know (a female) when it is actual a male pretending to be my friend just to talk to women on there says he's looking for a companion that is technically identity theft and the support says its not. Yall need to have people looking into these accounts that people report.,4
Hi dare tik Tok im a new user on tik Tok Applications please check my new officel Account And viral all video on tik Tok for you page alirehmanrehman63,2
please viral my account,2
although the Chinese clearly gather all our information on this app I will continue to use it just slightly less,4
Uploading my video made it super laggy. It looks clear on my end but choppy for other people. Also I wish there was better consistency when reviewing tiktok violations. The same video is removed from one profile when reported but then says it's not a violation on another account. Exactly same video.,2
Please help you my account no Guru,2
Please help my account please unfreeze my account.,2
How to fix account warning on tik Tok account warning kaise hataye tik Tok account warning,2
Dear tiktok I am old user on tiktok Application please check my official Account....... And viral my all videos on for you page.. Give me view.,2
"Ugly , only supporting disgusting comments about Saudi Arabia & refusing to remove them by saying ""they are not against our policy""? But deleting everything good about Saudi Arabia & saying ""it's violating our policy""? WTH? Tiktok ceo investigate abou the middle East Tiktok workers! Or you will lose all Saudis users..",4
Hi I'm a new useing on TikTok application plz check my new official account And viral all vidTikTokeos on TikTok for you page,2
-The best app but privacy control.,4
"This app is actually so annoying. Got suspended and then banned one day and couldn't even get a reason why, only that I broke guidelines, which I searched up and couldn't find how I could've broken any of them. Tried to make a new account and wouldn't let me log in on the app, and won't let me follow anyone or like anything on the new account. I'm just trying to watch some short videos, not even make them, and this app makes that extremely hard to do for some reason.",4
Please unfreeze my TikTok account,2
Please viral my account and update,1
This AAP is very useful for information and many more fun than the intended you have recipe,4
update set off a trojan downloader alert from my anti virus. sounds about right for this app,4
Thanks you got entrentment and information,4
